id,card_number,language,series_id,name,card_type,rarity,colors,cost,life,power,counter,attribute,traits,effect_text,trigger_text,source_info,block_icon,created_at,updated_at
4705,OP08-072,jp,13,ビスケット兵,CHARACTER,C,紫,5,,5000,1000,斬,ビッグ・マム海賊団,ルール上、このカードはデッキに何枚でも入れることができる。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.568875,2026-02-16 06:25:16.568877
4706,OP08-073,jp,13,ヒヨコ子爵,CHARACTER,C,紫,5,,6000,1000,打,ビッグ・マム海賊団,【相手のターン中】【KO時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のデッキからコスト6以下の「ニワトリ伯爵」1枚までを、登場させる。その後、デッキをシャッフルする。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.571065,2026-02-16 06:25:16.571068
4707,OP08-075,jp,13,キャンディメイデン,EVENT,C,紫,1,,,,,ビッグ・マム海賊団,【メイン】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のコスト2以下のキャラ1枚までを、レストにする。その後、自分のライフすべてを裏向きにする。,【トリガー】ドン‼デッキからドン‼1枚までを、アクティブで追加する。,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.576836,2026-02-16 06:25:16.576838
4708,OP08-077,jp,13,覇海,EVENT,R,紫,6,,,,,四皇/百獣海賊団/ビッグ・マム海賊団,【メイン】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダーが特徴《百獣海賊団》か《ビッグ・マム海賊団》を持つ場合、相手のコスト6以下のキャラ2枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.580801,2026-02-16 06:25:16.580803
4709,OP08-078,jp,13,うるティ,CHARACTER,C,黒,4,,6000,1000,打,百獣海賊団,,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.582990,2026-02-16 06:25:16.582992
4710,OP08-079,jp,13,カイドウ,CHARACTER,SR,黒,9,,9000,,打,元ロックス海賊団/百獣海賊団,【起動メイン】【ターン1回】自分の手札1枚を捨てることができる：このキャラが登場したターンの場合、相手のコスト7以下のキャラ1枚までを、トラッシュに置く。その後、相手は自身の手札1枚を捨てる。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.585194,2026-02-16 06:25:16.585196
4711,OP08-080,jp,13,クイーン,CHARACTER,R,黒,1,,2000,1000,打,百獣海賊団,【登場時】自分のデッキの上から5枚を見て、「クイーン」以外の特徴《百獣海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.589079,2026-02-16 06:25:16.589081
4712,OP08-081,jp,13,ゲルニカ,CHARACTER,C,黒,1,,2000,1000,打,CP0,【アタック時】自分のトラッシュから『CP』を含む特徴を持つカード3枚を好きな順番でデッキの下に置くことができる：相手のコスト0のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.592891,2026-02-16 06:25:16.592894
4713,OP08-082,jp,13,ササキ,CHARACTER,R,黒,1,,1000,2000,斬,百獣海賊団,【起動メイン】自分のドン‼1枚をレストにし、このキャラをレストにできる：相手のキャラ1枚までを、このターン中、コスト-2。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.595004,2026-02-16 06:25:16.595006
4714,OP08-083,jp,13,シープスヘッド,CHARACTER,UC,黒,2,,3000,1000,斬,百獣海賊団/SMILE,【ドン‼×1】【自分のターン中】相手のキャラすべてを、コスト-1。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.597136,2026-02-16 06:25:16.597138
4715,OP08-084,jp,13,ジャック,CHARACTER,SR,黒,7,,8000,,斬,百獣海賊団,このキャラのコスト+4。【起動メイン】このキャラをレストにできる：カード1枚を引き、自分の手札1枚を捨てる。その後、相手のコスト3以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.599297,2026-02-16 06:25:16.599300
4716,OP08-085,jp,13,ジンベエ,CHARACTER,UC,黒,5,,6000,,打,魚人族/麦わらの一味,【ドン‼×1】【アタック時】自分のコスト8以上のキャラがいる場合、相手のコスト4以下のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.603160,2026-02-16 06:25:16.603162
4717,OP08-086,jp,13,ジンラミー,CHARACTER,C,黒,2,,3000,1000,打,百獣海賊団/SMILE,【登場時】相手のコスト0のキャラがいる場合、カード2枚を引き、自分の手札2枚を捨てる。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.605340,2026-02-16 06:25:16.605342
4718,OP08-088,jp,13,デュバル,CHARACTER,UC,黒,1,,2000,2000,射,トビウオライダーズ,【登場時】自分のキャラ1枚までを、次の相手のターン終了時まで、コスト+1。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.609239,2026-02-16 06:25:16.609241
4719,OP08-089,jp,13,バジル・ホーキンス,CHARACTER,C,黒,7,,9000,1000,斬,百獣海賊団/ホーキンス海賊団,,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.612733,2026-02-16 06:25:16.612735
4720,OP08-090,jp,13,ハムレット,CHARACTER,C,黒,3,,4000,1000,斬,百獣海賊団/SMILE,【登場時】自分のトラッシュからコスト2以下の特徴《SMILE》を持つキャラカード1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.614849,2026-02-16 06:25:16.614851
4721,OP08-091,jp,13,フーズ・フー,CHARACTER,R,黒,5,,5000,2000,斬,百獣海賊団/元CP9,【登場時】自分の手札1枚を捨てることができる：相手のコスト3以下のキャラ1枚までを、KOする。,【トリガー】相手のコスト3以下のキャラ1枚までを、KOする。,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.616937,2026-02-16 06:25:16.616939
4722,OP08-092,jp,13,ページワン,CHARACTER,R,黒,5,,5000,1000,打,百獣海賊団,【登場時】自分のトラッシュからコスト4以下の「うるティ」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.619115,2026-02-16 06:25:16.619117
4723,OP08-093,jp,13,X・ドレーク,CHARACTER,C,黒,4,,6000,,斬,海軍/ドレーク海賊団/百獣海賊団,【ドン‼×1】このキャラのコスト+2。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.621330,2026-02-16 06:25:16.621332
4724,OP08-094,jp,13,炎皇,EVENT,R,黒,2,,,,,百獣海賊団,【メイン】/【カウンター】自分のトラッシュからカード3枚を好きな順番でデッキの下に置くことができる：相手のコスト2以下のキャラ1枚までを、KOする。,【トリガー】このカードの【メイン】効果を発動する。,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.623455,2026-02-16 06:25:16.623457
4725,OP08-095,jp,13,鉄塊 牙閃,EVENT,UC,黒,2,,,,,百獣海賊団/元CP9,【メイン】自分のトラッシュが10枚以上ある場合、自分のキャラ1枚までを、次の相手のターン終了時まで、パワー+2000。,【トリガー】自分のリーダーかキャラ1枚までを、このターン中、パワー+2000。,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.625612,2026-02-16 06:25:16.625614
4726,OP08-096,jp,13,人の夢は!!!終わらねェ!!!!,EVENT,C,黒,1,,,,,黒ひげ海賊団,【カウンター】自分のデッキの上から1枚をトラッシュに置く。置いたカードがコスト6以上の場合、自分のリーダーかキャラ1枚までを、このバトル中、パワー+5000。,【トリガー】自分のトラッシュからコスト3以下の黒のキャラカード1枚までを、登場させる。,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.627738,2026-02-16 06:25:16.627740
4727,OP08-097,jp,13,ヘリケラトプス,EVENT,C,黒,3,,,,,百獣海賊団,【メイン】自分のリーダーが特徴《百獣海賊団》を持つ場合、相手のキャラ1枚までを、このターン中、コスト-2。その後、相手のコスト0のキャラ1枚までを、KOする。,【トリガー】相手のコスト3以下のキャラ1枚までを、KOする。,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.629898,2026-02-16 06:25:16.629901
4728,OP08-100,jp,13,サウスバード,CHARACTER,UC,黄,1,,2000,1000,知,動物/ジャヤ/空島,【登場時】自分のデッキの上から7枚を見て、「アッパーヤード」1枚までを、登場させる。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.637413,2026-02-16 06:25:16.637415
4729,OP08-101,jp,13,シャーロット・エンゼル,CHARACTER,C,黄,2,,3000,1000,斬,ビッグ・マム海賊団,【起動メイン】【ターン1回】自分のライフの上から1枚をトラッシュに置くことができる：自分のリーダーが特徴《ビッグ・マム海賊団》を持つ場合、このターン終了時、自分のデッキの上から1枚を、ライフの上に加える。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.639589,2026-02-16 06:25:16.639591
4730,OP08-102,jp,13,シャーロット・オペラ,CHARACTER,UC,黄,6,,6000,1000,特,ビッグ・マム海賊団,【登場時】自分の手札1枚を捨てることができる：自分のライフの枚数以下のコストを持つ相手のキャラ1枚までを、KOする。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.641731,2026-02-16 06:25:16.641733
4731,OP08-103,jp,13,シャーロット・カスタード,CHARACTER,UC,黄,2,,3000,1000,斬,ビッグ・マム海賊団,【起動メイン】【ターン1回】自分のライフの上から1枚を手札に加えることができる：自分のキャラ1枚までを、次の相手のターン終了時まで、パワー+1000。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.643875,2026-02-16 06:25:16.643878
4732,OP08-104,jp,13,シャーロット・ポワール,CHARACTER,C,黄,1,,2000,1000,知,ビッグ・マム海賊団,,【トリガー】自分の手札1枚を捨てることができる：このカードを登場させる。その後、カード1枚を引く。,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.646001,2026-02-16 06:25:16.646003
4733,OP08-105,jp,13,ジュエリー・ボニー,CHARACTER,SR,黄,3,,4000,1000,特,エッグヘッド/ボニー海賊団,【ドン‼×1】【自分のターン中】【ターン1回】相手のライフが離れた時、カード2枚を引き、自分の手札1枚を捨てる。,【トリガー】カード2枚を引き、自分の手札1枚を捨てる。,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.648095,2026-02-16 06:25:16.648097
4734,OP08-107,jp,13,ニトロ,CHARACTER,C,黄,1,,2000,1000,特,ビッグ・マム海賊団/ホーミーズ,【起動メイン】このキャラをレストにできる：自分の「シャーロット・プリン」1枚までを、このターン中、パワー+2000。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.655473,2026-02-16 06:25:16.655475
4735,OP08-108,jp,13,モンブラン・クリケット,CHARACTER,C,黄,4,,6000,1000,打,ジャヤ/猿山連合軍,,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.657634,2026-02-16 06:25:16.657636
4736,OP08-109,jp,13,モンブラン・ノーランド,CHARACTER,R,黄,5,,6000,1000,斬,ジャヤ/植物学者,【登場時】自分のリーダーが特徴《シャンドラの戦士》を持ち、自分のキャラの「カルガラ」がいる場合、自分のデッキの上から1枚までを、ライフの上に加える。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.659781,2026-02-16 06:25:16.659783
4737,OP08-110,jp,13,ワイパー,CHARACTER,R,黄,4,,5000,2000,射,空島/シャンドラの戦士,【登場時】自分のデッキの上から5枚を見て、「アッパーヤード」1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置き、自分の手札から「アッパーヤード」1枚までを、登場させる。,,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.661916,2026-02-16 06:25:16.661918
4738,OP08-111,jp,13,S-シャーク,CHARACTER,UC,黄,4,,5000,1000,特,エッグヘッド/セラフィム,【ドン‼×1】【アタック時】相手は、このバトル中、【ブロッカー】を発動できない。,【トリガー】自分の手札1枚を捨てることができる：自分のライフが2枚以下の場合、このカードを登場させる。,ブースターパック 二つの伝説【OP-08】,2,2026-02-16 06:25:16.665760,2026-02-16 06:25:16.665762
